Sort,Box id,Box name,Jobs inside,Job id,Name,Type,Box_name,Command,Machine,Owner,Permission,Date_condition,Days_of_week,Start_times,Condition,Description,Std_out_file,Std_err_file,Alarm_if_fail
2310,2706,GWDDIMENSIONS_MASTERS,"",2710,GWDRODX_PROMO_CODE,c,GWDDIMENSIONS_MASTERS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_rodx_promo_code 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the RODX Deconvert combination. The source is the view vw_RIS_RODXDeconvertTranslation which is in the ariesp schema on the PTDSQL06 server,"","",1
2311,2706,GWDDIMENSIONS_MASTERS,"",2711,GWDMENUITEM_DIM2_MITM_GTIN,c,GWDDIMENSIONS_MASTERS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_menu_item_dim2_mitm_gtin 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDMENUITEM_DIM1_TMP_GTIN),This job populates MITM_GTIM Table. The source is TEMP_GTIM Table in Restaurant schema.,"","",1
2312,2712,GWDFACTS_DRV,3,2712,GWDFACTS_DRV,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDFACTS),GWDFACTS_DRV - Populates the REST_EOD_TOTAL_FCT Table,"","",0
2313,2712,GWDFACTS_DRV,"",2713,GWDREST_DLY_TOT_FCT,c,GWDFACTS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_dly_tot 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates REST_DLY_TOT_FCT Table. The source is view VW_REST_DLY_TOT in ODS,"","",0
2314,2712,GWDFACTS_DRV,"",2714,GWDREST_EOD_TOTAL_FCT,c,GWDFACTS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_rest_eod_total 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDREST_DLY_TOT_FCT),This job populates REST_EOD_TOTAL_FCT Table. The source is view VW_REST_EOD_TOTAL in the ODS.,"","",1
2315,2712,GWDFACTS_DRV,"",2715,GWDFACTS_DRV_SUC,c,GWDFACTS_DRV,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDREST_EOD_TOTAL_FCT),GWDFACTS_DRV_SUC - To succeed box GWDFACTS_DRV,"","",0
2316,2716,GWWFACTS,26,2716,GWWFACTS,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",1,su,"",s(GWWDIMENSIONS_DRV),Populates all the fact tables from ODS to Warehouse,"","",0
2317,2716,GWWFACTS,"",2717,GWWREST_DLY_TOT_TAX_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_dly_tot_tax 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates REST_DLY_TOT_TAX_FCT Table. the source is view VW_REST_DLY_TOT_TAX in ODS,"","",1
2318,2716,GWWFACTS,"",2718,GWWREST_TRNVR_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_trnvr 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates REST_TRNVR_FCT Table. The source is view VW_REST_TRNVR in ODS,"","",1
2319,2716,GWWFACTS,"",2719,GWWREST_SOS_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_sos 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates REST_SOS_FCT Table. The source is view VW_REST_SOS in ODS.,"","",1
2320,2716,GWWFACTS,"",2720,GWWLINE_ITEM_RTL_TRAN_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates LINE_ITEM_RTL_TRAN_FCT Table. The source is view VW_LITM_RTL_TRAN in ODS,"","",1
2321,2716,GWWFACTS,"",2721,GWWLINE_ITEM_TAX_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_tax 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates LINE_ITEM_TAX_FCT Table. The source is view VW_LITM_TAX in ODS,"","",1
2322,2716,GWWFACTS,"",2722,GWWRTL_TRAN_TNDR_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_tndr 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates RTL_TRAN_TNDR_FCT Table. The source is view VW_RTL_TRAN_TNDR in ODS.,"","",1
2323,2716,GWWFACTS,"",2723,GWWTNDR_TRAN_LINE_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_tndr_tran_line 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates TNDR_TRAN_LINE_FCT Table. The source is view VW_TNDR_TRAN_LINE in ODS.,"","",1
2324,2716,GWWFACTS,"",2724,GWWTNDR_TRAN_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_tndr_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates TNDR_TRAN_FCT Table. The source is view VW_TNDR_TRAN in ODS,"","",1
2325,2716,GWWFACTS,"",2725,GWWRTL_TRAN_DSCNT_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_dscnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates RTL_TRAN_DSCNT_FCT Table. The source is view VW_RTL_TRAN_DSCNT in ODS,"","",1
2326,2716,GWWFACTS,"",2726,GWWRTL_TRAN_COUP_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_coup 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates RTL_TRAN_COUP_FCT Table. The source is view VW_RTL_TRAN_COUP in ODS,"","",1
2327,2716,GWWFACTS,"",2727,GWWRTL_TRAN_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates the RTL_TRAN_FCT Table. the source is view VW_RTL_TRAN in ODS,"","",1
2328,2716,GWWFACTS,"",2728,GWWRTL_TRAN_DLVRY_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_dlvry 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates RTL_TRAN_DLVRY_FCT Table. The source is view VW_RTL_TRAN_DLVRY in ODS,"","",1
2329,2716,GWWFACTS,"",2729,GWWINV_EXPCTD_USE_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_expctd_use 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates INV_EXPCTD_USE_FCT Table. The source is view VW_INV_EXPCTD_USE in ODS,"","",1
2330,2716,GWWFACTS,"",2730,GWWINV_TRAN_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job popualtes INV_TRAN_FCT Table. The source is VW_INV_TRAN in ODS.,"","",1
2331,2716,GWWFACTS,"",2731,GWWGC_TNDR_TRAN_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_gc_tndr_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates GC_TNDR_TRAN_FCT Table. The source is view VW_GC_TNDR_TRAN in ODS.,"","",1
2332,2716,GWWFACTS,"",2732,GWWINV_CNT_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_cnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates INV_CNT_FCT Table. The source is view VW_INV_CNT in ODS,"","",1
2333,2716,GWWFACTS,"",2733,GWWLINE_ITEM_DSCNT_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_dscnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates LINE_ITEM_DSCNT_FCT Table. The source is view VW_LITM_DSCNT in ODS,"","",1
2334,2716,GWWFACTS,"",2734,GWWLINE_ITEM_MOD_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_mod 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates LINE_ITEM_MOD_FCT Table. The source is View VW_LITM_MOD in ODS,"","",1
2335,2716,GWWFACTS,"",2735,GWWINV_LOSS_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_loss 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates INV_LOSS_FCT Table. The source is view VW_INV_LOSS in ODS,"","",1
2336,2716,GWWFACTS,"",2736,GWWLINE_ITEM_COUP_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_coup 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates LINE_ITEM_COUP_FCT. The source is view VW_LITM_COUP in ODS,"","",1
2337,2716,GWWFACTS,"",2737,GWWCOMBO_DISCOUNT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_load_combo_dscnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates COMBO_DSCNT_FCT Table. The source is VW_COMBO_DSCNT view in ODS,"","",1
2338,2716,GWWFACTS,"",2738,GWWCOMBO_COUP_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_load_combo_coup 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates the COMBO_COUP_FCT Table. The source is view VW_COMBO_COUP in ODS.,"","",1
2339,2716,GWWFACTS,"",2739,GWWGC_RTL_TRAN_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_gc_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates GC_RTL_TRAN_FCT Table. The source is view VW_GC_RTL_TRAN in ODS,"","",1
2340,2716,GWWFACTS,"",2740,GWWCOMBO_RTL_TRAN,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_combo_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates COMBO_RTL_TRAN_FCT Table. The source is VW_COMBO_RTL_TRAN in the RESTAURANT Schema,"","",1
2341,2716,GWWFACTS,"",2741,GWWCOMBO_TAX_FCT,c,GWWFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_combo_tax 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM),This job populates COMBO_TAX_FCT Table. The source is view VW_COMBO_TAX in ODS.,"","",1
2342,2716,GWWFACTS,"",2742,GWWFACTS_SUC,c,GWWFACTS,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWREST_DLY_TOT_TAX_FCT) & s(GWWREST_TRNVR_FCT) & s(GWWREST_SOS_FCT) & s(GWWLINE_ITEM_RTL_TRAN_FCT) & s(GWWTNDR_TRAN_LINE_FCT) & s(GWWLINE_ITEM_DSCNT_FCT) & s(GWWLINE_ITEM_TAX_FCT) & s(GWWLINE_ITEM_MOD_FCT) & s(GWWRTL_TRAN_DSCNT_FCT) & s(GWWRTL_TRAN_FCT) & s(GWWRTL_TRAN_DLVRY_FCT) & s(GWWRTL_TRAN_TNDR_FCT) & s(GWWCOMBO_COUP_FCT) & s(GWWLINE_ITEM_COUP_FCT) & s(GWWRTL_TRAN_COUP_FCT) & s(GWWCOMBO_TAX_FCT) & s(GWWCOMBO_DISCOUNT) & s(GWWINV_EXPCTD_USE_FCT) & s(GWWINV_TRAN_FCT) & s(GWWINV_LOSS_FCT) & s(GWWGC_TNDR_TRAN_FCT) & s(GWWGC_RTL_TRAN_FCT) & s(GWWINV_CNT_FCT) & s(GWWTNDR_TRAN_FCT) & s(GWWCOMBO_RTL_TRAN),GWWFACTS_SUC - To succeed box GWWFACTS,"","",0
2343,2743,GWWFACTS_DRV,3,2743,GWWFACTS_DRV,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",1,su,"",s(GWWFACTS),Populates the REST_EOD_TOTAL_FCT Table,"","",0
2344,2743,GWWFACTS_DRV,"",2744,GWWREST_EOD_TOTAL_FCT,c,GWWFACTS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_rest_eod_total 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWREST_DLY_TOT_FCT),This job populates REST_EOD_TOTAL_FCT Table. The source is view VW_REST_EOD_TOTAL in the ODS.,"","",1
2345,2743,GWWFACTS_DRV,"",2745,GWWREST_DLY_TOT_FCT,c,GWWFACTS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_dly_tot 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates REST_DLY_TOT_FCT Table. The source is view VW_REST_DLY_TOT in ODS,"","",1
2346,2743,GWWFACTS_DRV,"",2746,GWWFACTS_DRV_SUC,c,GWWFACTS_DRV,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWREST_EOD_TOTAL_FCT),GWWFACTS_DRV_SUC - To succeed box GWWFACTS_DRV,"","",0
2347,2747,GWWSTORED_PROCEDURES,4,2747,GWWSTORED_PROCEDURES,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",1,su,"","",GWWSTORED_PROCEDURES - This schedule runs the stored procs for the GDW,"","",0
2348,2747,GWWSTORED_PROCEDURES,"",2748,GWWUSP_REST_INV_ITEM,c,GWWSTORED_PROCEDURES,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp pkg_rest_masters.usp_rest_inv_item,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM) & s(GWDMENUITEM_DIM1_TMP_GTIN) & s(GWDRODX_PROMO_CODE) & s(GWDMENUITEM_DIM2_MITM_GTIN),This procedure populates data into REST_INV_ITEM Table. The source is REST_INV_ITEM Table in ODS,"","",1
2349,2747,GWWSTORED_PROCEDURES,"",2749,GWWUSP_REST_MITM,c,GWWSTORED_PROCEDURES,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp pkg_rest_masters.usp_rest_mitm,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM) & s(GWDMENUITEM_DIM1_TMP_GTIN) & s(GWDRODX_PROMO_CODE) & s(GWDMENUITEM_DIM2_MITM_GTIN),This job populates REST_MITM Table. The source is REST_MITM in ODS,"","",1
2350,2747,GWWSTORED_PROCEDURES,"",2750,GWWUSP_REST_DAY_PART,c,GWWSTORED_PROCEDURES,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp pkg_rest_masters.usp_rest_day_part,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM) & s(GWDMENUITEM_DIM1_TMP_GTIN) & s(GWDRODX_PROMO_CODE) & s(GWDMENUITEM_DIM2_MITM_GTIN),This job populates REST_DAY_PART Table. The source is REST_DAY_PART in ODS,"","",1
2351,2747,GWWSTORED_PROCEDURES,"",2751,GWWSTORED_PROCEDURES_SUC,c,GWWSTORED_PROCEDURES,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWUSP_REST_INV_ITEM) & s(GWWUSP_REST_MITM) & s(GWWUSP_REST_DAY_PART),GWWSTORED_PROCEDURES_SUC - To succeed box GWWSTORED_PROCEDURES,"","",0
2352,2752,GWDEMAIL_PROCEDURE,3,2752,GWDEMAIL_PROCEDURE,b,"","",prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",1,all,08:30,s(GWDFACTS_DRV) & s(GWWFACTS_DRV),This procedure send notifies rejects through an email.,"","",0
2353,2752,GWDEMAIL_PROCEDURE,"",2753,GWDEMAIL_DATA_ISSUES,c,GWDEMAIL_PROCEDURE,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp sp_email_data_issues,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDREST_EOD_TOTAL_FCT) | s(GWWREST_EOD_TOTAL_FCT),This procedure notifies the data issues through an email.,"","",1
2354,2752,GWDEMAIL_PROCEDURE,"",2754,GWDDRV_PRC_NULL,c,GWDEMAIL_PROCEDURE,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp sp_drv_prc_null,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDREST_EOD_TOTAL_FCT) & s(GWWREST_EOD_TOTAL_FCT),This procedure sends a mail to report items with derived price as NULL.,"","",1
2355,2752,GWDEMAIL_PROCEDURE,"",2755,GWDE_MAIL_REJECTS,c,GWDEMAIL_PROCEDURE,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp e_mail_rejects,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDREST_EOD_TOTAL_FCT) & s(GWWREST_EOD_TOTAL_FCT),This procedure notifies the rejects through an email.,"","",1
2356,2756,GWDSTORED_PROCEDURES,4,2756,GWDSTORED_PROCEDURES,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr,sa","","",GWDSTORED_PROCEDURES - This schedule runs the stored procs for the GDW.,"","",0
2357,2756,GWDSTORED_PROCEDURES,"",2757,GWDUSP_REST_INV_ITEM,c,GWDSTORED_PROCEDURES,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp pkg_rest_masters.usp_rest_inv_item,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM) & s(GWDMENUITEM_DIM1_TMP_GTIN) & s(GWDRODX_PROMO_CODE) & s(GWDMENUITEM_DIM2_MITM_GTIN),This procedure populates data into REST_INV_ITEM Table. The source is REST_INV_ITEM,"","",1
2358,2756,GWDSTORED_PROCEDURES,"",2758,GWDUSP_REST_MITM,c,GWDSTORED_PROCEDURES,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp pkg_rest_masters.usp_rest_mitm,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM) & s(GWDMENUITEM_DIM1_TMP_GTIN) & s(GWDRODX_PROMO_CODE) & s(GWDMENUITEM_DIM2_MITM_GTIN),This job populates REST_MITM Table. The source is REST_MITM in ODS.,"","",1
2359,2756,GWDSTORED_PROCEDURES,"",2759,GWDUSP_REST_DAY_PART,c,GWDSTORED_PROCEDURES,/informatica/dw/infa/infa_shared/scripts/common/execproc.sh restaurant ewp pkg_rest_masters.usp_rest_day_part,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM) & s(GWDMENUITEM_DIM1_TMP_GTIN) & s(GWDRODX_PROMO_CODE) & s(GWDMENUITEM_DIM2_MITM_GTIN),This job populates REST_DAY_PART Table. The source is REST_DAY_PART in ODS,"","",1
2360,2756,GWDSTORED_PROCEDURES,"",2760,GWDSTORED_PROCEDURES_SUC,c,GWDSTORED_PROCEDURES,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDUSP_REST_INV_ITEM) & s(GWDUSP_REST_MITM) & s(GWDUSP_REST_DAY_PART),GWDSTORED_PROCEDURES_SUC - To succeed box GWDSTORED_PROCEDURES,"","",0
2361,2762,FKDEIDOCLA,3,2762,FKDEIDOCLA,b,"","","bkpcis, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr","","",FKDEIDOCLA,"","",0
2362,2762,FKDEIDOCLA,"",2763,FKDU_IDOC_CITI_LA_PAY,c,FKDEIDOCLA,auto_r3v45 -C BKAUTOSYS audit 3 job FKDU_IDOC_CITI_LA_PAY,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","","","","",1
2363,2762,FKDEIDOCLA,"",2764,FKDE_IDOC_CITI_LA_PAY,c,FKDEIDOCLA,auto_r3v45 -C BKAUTOSYS audit 3 job FKDE_IDOC_CITI_LA_PAY,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDU_IDOC_CITI_LA_PAY),"","","",1
2364,2762,FKDEIDOCLA,"",2765,FKDE_IDOC_CITI_LA_SET_SUC,c,FKDEIDOCLA,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDE_IDOC_CITI_LA_PAY),FKDE_IDOC_CITI_LA_SET_SUC -To succeed box FKDEIDOCLA,"","",1
2365,2766,FKDCITILAACT,2,2766,FKDCITILAACT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr","","",FKDCITILAACT - Process Cp2E Acceptance File,"","",0
2366,2766,FKDCITILAACT,"",2767,FKDR_CITI_LA_ACT_FW,f,FKDCITILAACT,"",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDI_CITI_LA_ACT),Move CP2E Acceptance file from FTP server to SAP server,"","",0
2367,2766,FKDCITILAACT,"",2768,FKDR_CITI_LA_ACT,c,FKDCITILAACT,auto_r3v45 -C BKAUTOSYS audit 3 job FKDR_CITI_LA_ACT,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDR_CITI_LA_ACT_FW),Move CP2E Acceptance file from FTP server to SAP server,"","",1
2368,2770,FKDCITILARJT,2,2770,FKDCITILARJT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr","","",FKDCITILARJT,"","",0
2369,2770,FKDCITILARJT,"",2771,FKDR_CITI_LA_RJT,c,FKDCITILARJT,auto_r3v45 -C BKAUTOSYS audit 3 job FKDR_CITI_LA_RJT,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDR_CITI_LA_RJT_FW),Move rejects file from FTP server to SAP server,"","",1
2370,2770,FKDCITILARJT,"",2772,FKDR_CITI_LA_RJT_FW,f,FKDCITILARJT,"",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDI_CITI_LA_RJT),FKDR_CITI_LA_RJT_FW,"","",0
2371,2775,FKDCITILAACK,2,2775,FKDCITILAACK,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr","","",FKDCITILAACK - Process CP2E Acknowledgment Files,"","",0
2372,2775,FKDCITILAACK,"",2776,FKDR_CITI_LA_ACK_FW,f,FKDCITILAACK,"",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDI_CITI_LA_ACK),FKDR_CITI_LA_ACK_FW,"","",0
2373,2775,FKDCITILAACK,"",2777,FKDR_CITI_LA_ACK,c,FKDCITILAACK,auto_r3v45 -C BKAUTOSYS audit 3 job FKDR_CITI_LA_ACK,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKDR_CITI_LA_ACK_FW),Move CP2E Acknowledgment file from FTP server to SAP server,"","",1
2374,2779,RSM_REV_COMP_IT,2,2779,RSM_REV_COMP_IT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",Revenue Cycle for Company Restaurants in Italy,"","",0
2375,2779,RSM_REV_COMP_IT,"",2780,RSM_COMP_ZRESL_GENERATION_IT,c,RSM_REV_COMP_IT,auto_r3v45 -C BKAUTOSYS AUDIT 3 JOB RSM_COMP_ZRESL_GENERATION_IT,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",Generate ZRESL records based on GL entries,"","",1
2376,2779,RSM_REV_COMP_IT,"",2781,RSM_COMP_REVENUE_IT10,c,RSM_REV_COMP_IT,auto_r3v45 -C BKAUTOSYS AUDIT 3 JOB RSM_COMP_REVENUE_IT10,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(RSM_COMP_ZRESL_GENERATION_IT),Revenue cycle for company restaurants in IT10,"","",1
2377,2782,BNDBAICITILATAM,3,2782,BNDBAICITILATAM,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr",09:00,"",Banking - daily BAI file - electronic bank statement - Mexico -,"","",0
2378,2782,BNDBAICITILATAM,"",2783,BNDBAICITILATAMNP,c,BNDBAICITILATAM,auto_r3v45 -C BKAUTOSYS audit 3 job BNDBAICITILATAMNP,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","","","","",1
